label,0,1,2,3,4,5,6,7,8,9,rank_percentage
Airticket Sales Manager,QA Intern Contractor,Senior Software Engineer,Accountant,Accountant,.NET Solution Developer Project Manager,Driver,Customer Care Specialist,"Senior Technical Marketing Engineer, Design to Silicon Division",Junior Expert at NA Standing Committee on Economic Affairs,Gegharkunik Marz Development Manager,0.8632793970378959
Senior Program Administrator Deputy Chief of Party,Accountant,Legal Research Assistant,National Grape Production Specialist,Project Coordinator,Administrative Secretary,Programmer,Reporting Analyst,Ropeway Terminal Operations Supervisor,Customer Care Specialist,Head of Financial Market Analysis and Short term Programming,0.42987403151847364
Legal Consultant,Online Marketing Developer,System Administrator,Native Near Native English Teacher,Corporate Banking Manager,Internet Assessor,Junior Expert at NA Standing Committee on Economic Affairs,Cashier,QA Intern Contractor,AutoCAD Designer,Food Safety Regulatory Reform Consultant,0.6442839825014495
Administrative Assistant,Senior Research Analyst,Senior Java Software Developer,Senior Market Analyst,Information Technology Security Specialist,Advocacy Specialist,Short term Legal Experts for Drafting Amendments and Additions to,Journalist,Contact Center Project Manager Head,Sales Floor Manager,Accountant,0.34232857218152113
Graphic Designer,Web Developer,Research and Development Engineer,Product Manager,Country Manager for Armenia,Procurement Coordinator,Entertainment & Sport Manager,Executive Director,Chief Accountant,C C++ Software Engineer,MI and Group Reporting Analyst,0.7888051441522163
Project Coordinator,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,Translator Editor,Business Advisor Non Farm Rural Enterprises,Sales Director,PC Technical Support Representative,Territory Executive,Translator,0.7480103304696147
Administrative Assistant German Armenian Translator,Brand Manager,Project Coordinator for Promoting Equal Rights and Equal,Research and Development Engineer,Senior Database Engineer,Product Manager,Lead Software Engineer Deep Submicron Department,Place and Route Technical Marketing Engineer,IT Support Specialist,Tourism Specialist,Grants Management Specialist,0.07547567596057556
Risk Manager,Procurement Coordinator,International M1y Transfer Specialist,Senior Specialist in Retail Credit Risks Management Group,Product Support Manager,Product Manager,QA Testing Engineer,Economist Tax Analyst,Regional Retail Executive,Internal Audit Member,Tester Quality Assurance Engineer,0.1057291941179571
Head of Internal Audit,Procurement Coordinator,Chocolate and Flavour Products Technologist,Civil Society Program Coordinator,Secretary,Journalist,Service Engineer Mechanic,Marketing Teacher,Access to Rural Finance Comp1nt Leader,Ne2rk Administrator,Project Support Officer,0.0426922468771412
Search Engine Optimization Specialist,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,Translator Editor,Senior Java Tester,AutoCAD Designer,Food Safety Regulatory Reform Consultant,"Leading Specialist, Financial Market Operations Department",Java Developer,0.28524745691245457
Chief Accountant,"Leading Specialist, Financial Market Operations Department",Business Consultant,System Architectural Designer,Secretary on Disability Issues,Designer,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,Translator Editor,0.5409265798766668
Director,General Manager,Pre Seller,Supplied Services Agent,Credit and Debt Manager,Sales Manager,Pharmacist Operator,Office Manager,MA in Journalism,Marketing Assistant,Legal Adviser,0.8671796763822274
Monitors for the Qualification Examination for Advocates,Program Accountant,Real Estate Asset Management Division Head,GUI Developer,Controller,Technical Support Specialist,Service Manager,Accounting and Tax Assistant,Software Engineer,Senior Java Tester,Local Marketing Manager,0.3331576450745797
Procurement Officer,Senior Developer Team Leader,Health and Safety Manager,Customer Relations Manager Representative in Armenia,Sales Manager,Short Term Financial Specialist,Translator Administrative Assistant,Graphic Designer,Chief Engineer,iOS Developer,Manager,0.421124756232541
Accountant,Designer,QA Intern Contractor,Senior Auditor,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,Translator Editor,Java Developer,Museum Head Curator,0.10488589047593949
MS SQL Database Developer,Senior Manager of Support Services,Financial Analyst Budget Controller,Monitoring Project Officer,Chemical Engineer,Secretary on Disability Issues,Designer,IT Support Specialist,Lawyer Economist,Expediter,Finance HR Director,0.6027512781320824
Commercial Agent,General Manager,Clinical Psychologist,Web Engineer,Project Coordinator for Promoting Equal Rights and Equal,Public Information Assistant (PIA),Postal Financial Service Development Specialist,Financial Analyst,Technical Support Center Engineer,Metsamor Branch Manager,Loan Officer,0.6331629157223423
Deputy Systems Manager,Financial Specialist Agile Product Owner,Senior PHP Developer,Customer Care Manager,"Designer, Product Development Unit",Promotion Manager,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,Translator Editor,0.39092394455278556
National Expert on Emissions Inventory,Project Engineer,Software Test Engineer,Medical Representative,QA Testing Engineer,Team Lead: Workforce and Entrepreneurship Development,Cisco Specialist,Market Marketing Coordinator Specialist,Trade Officer,Challenges and Opportunities for Armenia in the Context ofRegional and Global Economic ShocksEVENT TYPE: Open Lesson,"Guard, FSN 2; FP CC*",0.7761028830443262
Public Relation Officer,Rural Credit Specialist,Information Security Responsible,MainA_PHONENUMBERance Department Head,Web Developer,Product Manager,Assistant to Manager,Sales Analyst,"Political Assistant, FSN 9; FP A_PHONENUMBER* (steps A_PHONENUMBER)",Administrative Assistant Interpreter,Sales & Marketing Director,0.6379592051863174
National Expert on Technological Limitation of Emissions,Senior C++ Engineer,CEO Assistant Receptionist,Web Engineer,Logistics Manager,MA in Journalism,Sales Manager,Pre Seller,Supplied Services Agent,"Card Service Unit Specialist, IT and Automation Division",Metsamor Branch Manager,0.692404996574079
Sales Consultant,Leading Credit Analyst,IT Specialist,Contracts Coordinator,Shop Manager,Sales Manager,Manager (Head) of food production,Deputy Director,Pricing and Merchandising Specialist,National Project Coordinator (NPC),Head of Resource Mobilization Department,0.010804827913350551
Secretary,Student Loan Development Consultant,Translator Interpreter,Radio Engineer,Senior QA Engineer Deep Submicron Department,Fraud Risks Analyst,Gender Policy Programme Officer,"IN, VAS and Billing Engineer",Assistant Underwriter,UX (User Experience) Designer,Chief Reporting Specialist Accounting Department Reports,0.11500553418015073
Senior Developer in Automated Test Department,National Project Coordinator (NPC),Human Resources Certification Institute (HRCI) Certification,PPP and Non fare Business Development Specialist,"Assistant of the Finance, Administration and Resettlement Unit",Support System Administrator,Program Accountant,Accounting and Control Officer,Finance Manager,Senior Legal Advisor,Public Relations Responsible,0.22589996310546567
C# Senior Software Developer,Regional Retail Executive,"Leading Specialist, Financial Market Operations Department",QA Engineer,Medical Representative,Android Developer,Radio and Electronic Engineer,Web Developer,HR Department Director,Receptionist in Dilijan Branch,Technical Translator Interpreter,0.6739050229273178
Accountant Cashier,Online Marketing Developer,Food Safety Regulatory Reform Consultant,Internet Assessor,Native Near Native English Teacher,Corporate Banking Manager,Contractor Intern,Senior Java Tester,System Administrator,AutoCAD Designer,Medical Representative,0.9785484636061772
Accountant,Energy Specialist,Expediter,Finance HR Director,Ne2rk Administrator,Sales Manager,Translator Editor,Expert at the Standing Committee on State and Legal Affairs and,ASP.Net C# C++ Software Developer,Finance Associate,"Merchants Acquiring Division Specialist, Card Center",0.5478311284456859
Marketing Specialist,Radio and Electronic Engineer,PHP Developer Intern,C#.NET Developer,National Expert on Forced Labour and Anti Trafficking,"MAAC Forum ""Toward Greater Integrity in Higher Education""",Leading Specialist Accountant of Financial and AdministrativeManagement Department,Ne2rk Specialist,WPF Developers,Java Developer,Monitoring and Evaluation Specialist,0.2664839508775628
Financial Analyst,Service Manager,Senior Java Tester,Program Accountant,Accounting and Tax Assistant,Sales Engineer,Robotics Workshop Leader,Sales Director,"Leading Specialist, Financial Market Operations Department",Technical Support Specialist,Philately Product Development and VAS Division Head,0.2151478416697412
Journalist,Administrative Permits and Negotiation Specialist,Technical Support Operator,Financial Specialist,Short term Legal Experts for Drafting Amendments and Additions to,Journalist,Contact Center Project Manager Head,International Sales Manager,Parts and Service Sales Representative (PSSR),Information Security Responsible,4 Managers,0.3218784588625942
Lending Officer,Economist Tax Analyst,Food Safety Regulatory Reform Consultant,Internet Assessor,Online Marketing Developer,Family Physician General Practiti1r in the 5 year Mobile,Medical Representative,Accountant,Medical Representative,Non Cash Operations Department Specialist,Financial Specialist,0.6229378590628788
Finance Officer,AutoCAD Designer,Manager,Senior Database Engineer,Senior Developer Team Leader,Senior Java Tester,Secretary,Real Estate Asset Management Division Head,Local Government Finance Technical Advisor,Cashier,Database Administrator,0.3355294365677542
Software Developers,Programmer,Administrator of the Information Ne2rks and Active Directory,Fitter,Procurement and Logistics Specialist,General French Language Teacher,Claims Assistant,C C++ Software Developer,System Business Analyst,Executive Director,Head of Financial Market Analysis and Short term Programming,0.945817741000369
Chief Lending Officer,Software Test Engineer,Chemical Engineer,Electrical Engineer,Customs Clearance Officer,Web Intern Contractor,Chief Accountant,Sales Manager Preseller,Reporting Analyst,Procurement and Logistics Specialist,PHP Web Software Developer,0.803879196753281
Software Developer,Chief Accountant,C C++ Software Engineer,MI and Group Reporting Analyst,Project Manager,Contract Administrator,Merchandiser,Monitoring Specialist,Accountant,IT Applications Division Head,Ad Developer ID No. 3,0.9417066357455331
Software Tester,Educational Information Fair,Non Cash Operations Department Specialist,Financial Specialist,System Administrator,Medical Representative,Real Estate Asset Management Division Head,Controller,AutoCAD Designer,Front Office Manager,IT Support Specialist,0.6185105149422864
Accountant,Finance Associate,Head of Strategy and Program Development,Energy Specialist,Creative Manager,Secretary,Chief Accountant,Leading Specialist Financial Reports and Analysis Department,Expediter,Finance HR Director,Ne2rk Administrator,0.5459864017287724
