label,0,1,2,3,4,5,6,7,8,9,rank_percentage
Individual Credit Officer,Finance Director,Accountant,Regulatory Affairs & Medical Manager,Java Developer,"Administrative Assistant, CP Program with Armenian Association of",Software Engineer,Executive Assistant,Internal Control and Audit Unit Manager,Brand Manager,Senior ASP.NET Developer,0.05866230959784958
Fundraiser,Project Manager,Senior Loan Credit Provider Monitoring Specialist,Community Development Specialist,Programme Officer,Graphic Designer,Italian Language Teachers,Automated Test Engineer,Internal Auditor,Manager,"Postal Financial Services (PFS) Budgeting, Planning and Control",0.35518895272228956
Medical Representative,Manager Assistant,Finance Director Chief Accountant,Engineer Sales Manager,Quantitative Developer Analyst,Young Economists Possessing Research PoA_PHONENUMBERtial and Skills,Software Engineer,Human Resources Clerk,PL SQL Developer,Deputy CEO,Senior .NET Developer,0.41574869551467875
Sales and Marketing Manager,Reporting Diversity Workshop for Journalists,Foreign National Student Intern,Lecturer for International Law,Project Coordinator,Java Senior Developer Architect,Senior Procurement Officer,Proactive Sales Manager,English Language Courses,Food and Beverage Supervisor,Head of Accounting Department Chief Accountant,0.31713487587624517
Software Developer,Vardenis ADP Administrative Assistant,Communications Officer,Regulatory Affairs & Medical Manager,Java Developer,Web Designer,Teller,Community Education Campaign to Combat STIs HIV AIDS,SalesMan Advisor,Language Center Project,Mechanic,0.8315500975069836
IT Specialist,Senior Software Engineer,Senior System Administrator,Branch Accountant,"Leading Specialist, Financial Market Operations Department",Senior Software Firmware Engineer,Loan Specialist,Salesperson Cashier,Office Manager,Project Assistant,Finance Associate,0.9322721762504612
Programmer,English Language Courses,HTML Web Designer,Food Store and Restaurant Manager,Java Developer,Branch Accountant,Web Developer,Alaverdi Regional Unit Manager,Cashier in Yerevan,Sales Manager,Assistant to Chief Accountant,0.22600537606071786
Qualified WEB Java Developer,Fr8 Forwarding Coordinator,Procurement Specialist,English Language Courses,Chief of Party,Driver,Chief Accountant,IT Specialist,VAS Ne2rk Operations Engineer,Gender Policy Programme Officer,Regional Retail Executive,0.15168924260791652
Administrative Secretary,English Language Courses,Project Manager,WTM Credit Facility Assistant,Procurement Specialist,Merchandiser,Assistant Secretary to the Marketing Manager,Lending Officer,Refugee Project Coordinator,Senior iOS Developer,Deputy Director,0.34949665313867073
Operator,Regulatory Affairs & Medical Manager,Accountant,Finance Director,Secretary Referent,Voter Registration Assistant,Web Design Trainer,Communcation Officer,Program Intern,ASP.NET Software Developer,Interior Designer,0.8765087229220471
Elections Initiative Coordinator,Executive Assistant,Customer Relationship Analyst Associate,Medical Representative,Sales Representative in Armenia,Design Engineer,Accountant,Software Engineer,Secretary Referent,Local Consultant for Rapid Assessment of Child Care Institutions,Regulatory Affairs & Medical Manager,0.028883149739102935
Accountant,Product and Tour Manager,HR Administrative Manager,Refugee Project Coordinator,Senior iOS Developer,Assistant Secretary to the Marketing Manager,Procurement Specialist,Fr8 Forwarding Coordinator,Finance and Administration Director,Head of Marketing and Sales Department,Electricity Engineer,0.916934591261266
Advanced .Net Developer,Banking Methodology Specialist,Web Developer,Senior Mediaplanning Specialist,Marketing and Sales Manager,Warehouse Manager,"Software Engineer, Layout Processing Department (YA)",Credit Specialist,Head of Sales Specialists Division,Project Coordinator,Senior SW Integration Engineer,0.14035734991830495
C#.NET Senior Developer Architect,Quality Control Operator,HR Director,Human Resources and Administrative Manager,Project Manager,Programmer,Exams Assistant,Website Designer,Procurement Manager,Developer,Marketing Specialist,0.192958414589153
Java Senior Developer Architect,Strategic Planning and Business Development Officer,"Operations Manager, NO 3",Project Assistant,PHP Developer,Head of Commercial Department,Java Developer,Director of Rural Finance Facility (RFF),Market Research Specialist,Agro Loan Officer,Senior Executive Sales and Marketing Manager,0.9119274758867865
Dealer,Software Developer (Medical Imaging),Individual Credit Officer,Accountant,Senior Testing Engineer Senior Automated Testing Engineer,"Leading Specialist, Legal Department",Fr8 Forwarding Coordinator,Chief of Party,Commercial Customers Service Division Head,Head of Customer Service Department,Quality Control Operator,0.3508670215569494
Logistics and Customs Manager,VAS Ne2rk Operations Engineer,C# .NET Senior Developer Team Leader,Computer Aided Drafting (CAD) Technician,Messaging Collaboration Systems Engineer Administrator,PHP Developer,Product and Tour Manager,Fr8 Forwarding Coordinator,HTML Web Designer,English Language Courses,Chief Accountant,0.5001317661940653
HR Payroll Clerk,Project Manager,QA (Quality Assurance) Engineer,Web UI Designer Developer,Quality Control Operator,Retail Credit Manager,Instructor of Bank Legislation,Senior .Net Engineer,Internal Communication Responsible,Commercial Manager,Sales Assistant,0.13192431349812891
Operator Accounting Clerk,Finance and Administration Director,Finance Assistant Intern,Sales Manager,Intern for Administrative Services Department Computer Ne2rk,Start up Manager,Chief Accountant,Senior Software Engineer Place & Route Department,SQA Engineer,Product and Tour Manager,Sales Consultant,0.4214409950982976
Sales Agent,Software Engineer,Voter Registration Assistant,Regulatory Affairs & Medical Manager,Analyst Financial System Stability and Development Department,Software Architect Team Lead,Finance Director,Application Manager,Salesman Trade agent,CEDC Social Worker in Special Institution,Call for papers,0.9681125810362093
Project Assistant,Short term Legal Experts for Drafting Amendments and Additions to,PHP Developer,Information Service Specialist,Civil Engineer Roads,Software Architect Lead Developer,Embedded Linux BSP Engineer,General,AS Administrator,Sales Manager in Food & Beverage Sector,Medical Doctor,0.8018763506034892
Finance and Administration Manager,Armenian Small Hydro Technical Capacity Building Training Program,Marketing and PR Manager,QA Engineer,Deputy Director for Operations,Volunteer Registration & Request Process,Construction Project Supervisor,"Local Expert on Public Administration, UN Convention Against",HR Specialist,Project Manager,German Language Translator,0.04485321245981131
ASP.Net Software Developer,Senior Loan Officer in Ararat marz,"Deputy Chief Accountant, Financial Department",Finance Director,Interior Designer,Software Engineer,Java Developer,Regulatory Affairs & Medical Manager,Vardenis ADP Administrative Assistant,Assistant Translator Interpreter,Ne2rk Administrator,0.6929320613503399
Flash Developer,Interior Designer,Project Manager,Accountant,"Senior Chief Lawyer, Contracts Division",Librarian Information Specialist,Sales Manager,Proposal Writing Consultant,Manager of Digital Board Design and Layout,Human Resources Specialist,Consultant,0.23796974648184263
Chief Accountant,iPh1 Application Developer,Doctor,Chief Engineer,Local Expert on Land Issues,Senior Developer in Automated Test Department,Territorial Direction Customer Service and Sales Manager in,Sales Manager,English Language Courses,Regional Retail Executive,Java Developer,0.010172350181837347
Procurement Assistant,Administrative Secretary,Fr8 Forwarding Coordinator,C C++ Software Developer,HR Coordinator,Finance and Administration Director,Regional Retail Executive,Transport Department Operator,Promoter,Java Senior Software Developer,Public Relations Public Education Assistant,0.4879565698624361
Website Administrator,Marketing Manager,Regional Retail Executive,Commercial Customers Service Division Head,National Expert on Legislation Regulating Relations in Energy,Newswriter,National Assistant Finance Officer,Senior Analyst on Mobile Ne2rk Troubleshooting,Intern for UN Resident Coordinator Office,Human Resources Department Manager,Business Consultant,0.9509302693301007
Meat Production Technologist,Procurement Specialist,ASP.Net C# Senior Web Developer,Java Developer,Billing Specialist,Merchandiser,Senior Developer in Automated Test Department,English Language Courses,Credit Analyst,International Relations Officer,Journalism Vocational Course,0.689295314394139
Firemen,VAS Ne2rk Operations Engineer,Fr8 Forwarding Coordinator,Internal Control and Audit Unit Manager,Chief of Party,Computer Specialist Designer,Software Engineer,Executive Assistant,Chief Accountant,Advertising Agent,Project Manager in Electrical and Ne2rking Field,0.39355926843409056
Chief Executive Officer (CEO),Quality Control Operator,Teller Operator in Abovyan,HR Director,System Administrator,Sport Journalist,Front Desk Clerk,Managerial Position,Accountant,Human Resources and Administrative Manager,Senior Software Engineer,0.8429346966742213
Shop Assistant,Furniture Salesperson,Sales Consultant,Android Developer,"Senior Specialist, Lending Operations Division",Moskovyan Branch Manager,Monitoring Chief Specialist,Executive Director Assistant,Lawyer,Orchard Manager,Agronomist,0.03383755863595636
Telecommunication Engineer,English Language Courses,PR Officer,Lending Officer,Head of Marketing and Sales Department,Procurement Specialist,Lecturer for Civil Law,Inspection Reform Expert,Implementation Unit Monitoring & Evaluation Officer,Project Assistant for Developing the Protected Area System of,Marketing Business Intelligence Coordinator,0.9217835872028672
Sampling Supervisor,Accountant,Monitoring and Evaluation Specialist,Project Manager,Multimedia Marketing Coordinator,Lawyer Legal Authenticator,Customer Support Representative,Electrical Engineer,Software Engineer Programmer,Public Relations And Communications Officer,Head of Laws Expertise and Judicial Representation Unit,0.7454804195435619
Personnel Supervisor,Receptionist Secretary,Journalist,Civil Engineer,Reporting and Management Information Systems (MIS) Specialist,Marketing and Advertising Manager,Leading Specialist Business Loans Department,HTML Web Designer,Project Coordinator,Administrator at Reception,Computer Aided Drafting (CAD) Technician,0.38665471986507144
Supervisor Finance and Administration,Programmer,Exams Assistant,Website Designer,Procurement Manager,Sales Consultant,Translator Interpreter,Human Resources Clerk,PL SQL Developer,Deputy CEO,Senior .NET Developer,0.25889421809940444
Mechanical Product Development Engineer,Language and Cultural Facilitator (LCF) for Pre Service Training,Credit Officer in Charentsavan Branch,Translator Interpreter,Program Director,Marketing Executive,Finance Specialist,Bid Manager,Sales Manager in Food & Beverage Sector,Civil Engineer Roads,Software Architect Lead Developer,0.8598534759921994
Accountant,Inspection Reform Expert,Medical Officer,Vardenis ADP Administrative Assistant,Operations Manager,Finance Assistant Intern,Project Manager,Accountant,Project Coordinator,Logistic Procurement Assistant,Ground Handling MainA_PHONENUMBERance Manager,0.09587308280187636
Software Architect,Receptionist Secretary,Journalist,Civil Engineer,Operations Manager,Manager Assistant,Reporting and Management Information Systems (MIS) Specialist,Marketing and Advertising Manager,Leading Specialist Business Loans Department,Internal Auditor,Medical Representative,0.960575554735677
